accession_code,accession,lga,pot_id,pot,reading,plant_id,week,trait,trait_label,value,pvfta1
8,Gani8,Sumaila,8a,a,1,8a-r1,3,LB,Leaf breadth (cm),4.5,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,3,LL,Leaf length (cm),9,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,3,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,3,NL,Number of leaves,31,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,3,PH,Plant height (cm),28,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,3,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,LB,Leaf breadth (cm),5.3,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,LL,Leaf length (cm),10,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,NL,Number of leaves,53,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,PH,Plant height (cm),30.3,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,4,SD,Stem diameter,0.45,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,LB,Leaf breadth (cm),5.5,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,LL,Leaf length (cm),8.5,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,NL,Number of leaves,102,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,PH,Plant height (cm),31,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,5,SD,Stem diameter,0.45,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,LB,Leaf breadth (cm),5.3,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,LL,Leaf length (cm),6,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,NL,Number of leaves,94,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,PH,Plant height (cm),40,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,6,SD,Stem diameter,0.45,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,LB,Leaf breadth (cm),7.5,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,LL,Leaf length (cm),12,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,NB,Number of branches,0,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,NL,Number of leaves,23,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,PH,Plant height (cm),50,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,2,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,LB,Leaf breadth (cm),7.1,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,LL,Leaf length (cm),12.9,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,NB,Number of branches,3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,NL,Number of leaves,152,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,PH,Plant height (cm),160,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,3,SD,Stem diameter,3.65,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,LB,Leaf breadth (cm),7.3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,LL,Leaf length (cm),10.6,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,NB,Number of branches,3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,NL,Number of leaves,170,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,PH,Plant height (cm),234,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,4,SD,Stem diameter,3.7,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,LB,Leaf breadth (cm),4.3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,LL,Leaf length (cm),8,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,NB,Number of branches,3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,NL,Number of leaves,153,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,PH,Plant height (cm),276,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,5,SD,Stem diameter,3.7,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,LB,Leaf breadth (cm),6,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,LL,Leaf length (cm),8.8,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,NB,Number of branches,3,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,NL,Number of leaves,138,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,PH,Plant height (cm),303.6,Amplified
8,Gani8,Sumaila,8a,a,2,8a-r2,6,SD,Stem diameter,3.7,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,LB,Leaf breadth (cm),1.9,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,LL,Leaf length (cm),1,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,NL,Number of leaves,11,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,PH,Plant height (cm),16.1,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,2,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,LB,Leaf breadth (cm),2,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,LL,Leaf length (cm),4.2,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,NL,Number of leaves,15,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,PH,Plant height (cm),18,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,3,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,LB,Leaf breadth (cm),4.2,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,LL,Leaf length (cm),6.1,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,NL,Number of leaves,30,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,PH,Plant height (cm),21,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,4,SD,Stem diameter,0.49,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,LB,Leaf breadth (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,LL,Leaf length (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,NL,Number of leaves,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,PH,Plant height (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,5,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,LB,Leaf breadth (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,LL,Leaf length (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,NB,Number of branches,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,NL,Number of leaves,NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,PH,Plant height (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,1,8b-r1,6,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,LB,Leaf breadth (cm),6.2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,LL,Leaf length (cm),8,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,NL,Number of leaves,32,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,PH,Plant height (cm),46,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,2,SD,Stem diameter,NA,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,LB,Leaf breadth (cm),5.6,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,LL,Leaf length (cm),8.6,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,NL,Number of leaves,143,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,PH,Plant height (cm),150,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,3,SD,Stem diameter,3.7,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,LB,Leaf breadth (cm),6.7,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,LL,Leaf length (cm),8.2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,NL,Number of leaves,160,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,PH,Plant height (cm),240,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,4,SD,Stem diameter,3.7,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,LB,Leaf breadth (cm),5.2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,LL,Leaf length (cm),6.5,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,NL,Number of leaves,161,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,PH,Plant height (cm),240,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,5,SD,Stem diameter,3.8,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,LB,Leaf breadth (cm),5.5,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,LL,Leaf length (cm),NA,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,NB,Number of branches,2,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,NL,Number of leaves,177,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,PH,Plant height (cm),240,Amplified
8,Gani8,Sumaila,8b,b,2,8b-r2,6,SD,Stem diameter,3.8,Amplified
9,Rano9,Rano,9a,a,1,9a-r1,2,LB,Leaf breadth (cm),6.2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,2,LL,Leaf length (cm),10.4,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,2,NB,Number of branches,1,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,2,NL,Number of leaves,29,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,2,PH,Plant height (cm),21.9,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,2,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,LB,Leaf breadth (cm),6.2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,LL,Leaf length (cm),10,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,NB,Number of branches,1,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,NL,Number of leaves,35,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,PH,Plant height (cm),25.2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,3,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,LB,Leaf breadth (cm),6.2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,LL,Leaf length (cm),11.6,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,NB,Number of branches,2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,NL,Number of leaves,45,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,PH,Plant height (cm),25.1,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,4,SD,Stem diameter,0.5,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,NB,Number of branches,2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,5,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,NB,Number of branches,2,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,1,9a-r1,6,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,2,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,3,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,4,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,5,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,LL,Leaf length (cm),10,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9a,a,2,9a-r2,6,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,LB,Leaf breadth (cm),6.2,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,LL,Leaf length (cm),10.6,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,NB,Number of branches,1,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,NL,Number of leaves,21,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,PH,Plant height (cm),38.3,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,2,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,LB,Leaf breadth (cm),6.9,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,LL,Leaf length (cm),11.1,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,NB,Number of branches,1,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,NL,Number of leaves,22,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,PH,Plant height (cm),84,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,3,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,LB,Leaf breadth (cm),6.9,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,LL,Leaf length (cm),12.7,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,NB,Number of branches,3,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,NL,Number of leaves,35,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,PH,Plant height (cm),134.1,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,4,SD,Stem diameter,0.64,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,LB,Leaf breadth (cm),6.4,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,LL,Leaf length (cm),11,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,NB,Number of branches,3,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,NL,Number of leaves,24,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,PH,Plant height (cm),171,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,5,SD,Stem diameter,0.7,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,LB,Leaf breadth (cm),6.2,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,LL,Leaf length (cm),11,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,NB,Number of branches,3,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,NL,Number of leaves,101,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,PH,Plant height (cm),180,Not genotyped
9,Rano9,Rano,9b,b,1,9b-r1,6,SD,Stem diameter,0.7,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,LB,Leaf breadth (cm),NA,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,LL,Leaf length (cm),NA,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,NL,Number of leaves,NA,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,PH,Plant height (cm),NA,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,2,SD,Stem diameter,NA,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,LB,Leaf breadth (cm),4.1,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,LL,Leaf length (cm),6.8,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,NL,Number of leaves,5,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,PH,Plant height (cm),17,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,3,SD,Stem diameter,3.7,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,LB,Leaf breadth (cm),5.4,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,LL,Leaf length (cm),8.1,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,NB,Number of branches,0,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,NL,Number of leaves,12,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,PH,Plant height (cm),23.5,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,4,SD,Stem diameter,3.4,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,LB,Leaf breadth (cm),5.4,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,LL,Leaf length (cm),8.5,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,NB,Number of branches,3,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,NL,Number of leaves,42,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,PH,Plant height (cm),40,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,5,SD,Stem diameter,3.6,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,LB,Leaf breadth (cm),5.5,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,LL,Leaf length (cm),11.9,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,NB,Number of branches,3,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,NL,Number of leaves,46,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,PH,Plant height (cm),46.7,Not genotyped
9,Rano9,Rano,9b,b,2,9b-r2,6,SD,Stem diameter,3.6,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,LB,Leaf breadth (cm),6.1,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,LL,Leaf length (cm),6.8,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,NL,Number of leaves,21,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,PH,Plant height (cm),15.2,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,2,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,LB,Leaf breadth (cm),6.2,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,LL,Leaf length (cm),6.9,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,NL,Number of leaves,22,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,PH,Plant height (cm),16.1,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,3,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,LB,Leaf breadth (cm),7.1,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,LL,Leaf length (cm),12.5,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,NL,Number of leaves,35,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,PH,Plant height (cm),66.1,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,4,SD,Stem diameter,0.5,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,LB,Leaf breadth (cm),6,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,LL,Leaf length (cm),11,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,NL,Number of leaves,24,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,PH,Plant height (cm),63,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,5,SD,Stem diameter,0.6,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,LB,Leaf breadth (cm),6,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,LL,Leaf length (cm),10.7,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,NL,Number of leaves,30,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,PH,Plant height (cm),60,Not genotyped
10,Ruwan10,Rano,10a,a,1,10a-r1,6,SD,Stem diameter,0.6,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,2,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,3,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,4,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,5,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,LL,Leaf length (cm),10.8,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10a,a,2,10a-r2,6,SD,Stem diameter,NA,Not genotyped
